frame_id,filename,objects
250,008a1befdb3a1ba7,"[{'class_name': 'Land vehicle', 'realtive_size': 0.0364469963, 'confidence_val': 0.328211}, {'class_name': 'Vehicle', 'realtive_size': 0.0364469963, 'confidence_val': 0.926057}, {'class_name': 'Car', 'realtive_size': 0.0364469963, 'confidence_val': 0.256064}, {'class_name': 'Building', 'realtive_size': 0.121253966516, 'confidence_val': 0.313185}, {'class_name': 'Building', 'realtive_size': 0.365607354528, 'confidence_val': 0.301445}]"
301,00aa9b5505bb59f4,"[{'class_name': 'Building', 'realtive_size': 0.9699455406969999, 'confidence_val': 0.527086}, {'class_name': 'Person', 'realtive_size': 0.004460110586, 'confidence_val': 0.409284}, {'class_name': 'Man', 'realtive_size': 0.004460110586, 'confidence_val': 0.285844}, {'class_name': 'Person', 'realtive_size': 0.008101816137000001, 'confidence_val': 0.293224}, {'class_name': 'Person', 'realtive_size': 0.00443540645, 'confidence_val': 0.265258}, {'class_name': 'Person', 'realtive_size': 0.003664558366, 'confidence_val': 0.261917}, {'class_name': 'Person', 'realtive_size': 0.007424863019999999, 'confidence_val': 0.255125}]"
329,00ba0b9799849111,"[{'class_name': 'Land vehicle', 'realtive_size': 0.026142291072, 'confidence_val': 0.405454}, {'class_name': 'Vehicle', 'realtive_size': 0.026142291072, 'confidence_val': 0.673319}, {'class_name': 'Car', 'realtive_size': 0.026142291072, 'confidence_val': 0.307431}, {'class_name': 'Building', 'realtive_size': 0.798380740586, 'confidence_val': 0.779371}, {'class_name': 'Land vehicle', 'realtive_size': 0.0072512631319999995, 'confidence_val': 0.306165}, {'class_name': 'Vehicle', 'realtive_size': 0.0072512631319999995, 'confidence_val': 0.41718}]"
334,00bcffcd52b8562d,"[{'class_name': 'Building', 'realtive_size': 0.73878798246, 'confidence_val': 0.664657}]"
341,00c10b86ef92b871,"[{'class_name': 'Building', 'realtive_size': 0.8203856463660001, 'confidence_val': 0.705957}]"
344,00c156c439ce71ae,"[{'class_name': 'Building', 'realtive_size': 0.15435899533599998, 'confidence_val': 0.440623}, {'class_name': 'Plant', 'realtive_size': 0.13189620832500001, 'confidence_val': 0.484499}, {'class_name': 'Tree', 'realtive_size': 0.13189620832500001, 'confidence_val': 0.278661}]"
357,00c858c5d147117b,"[{'class_name': 'Building', 'realtive_size': 0.75050542782, 'confidence_val': 0.302801}]"
379,00d56e1508eadf33,"[{'class_name': 'Building', 'realtive_size': 0.146038322064, 'confidence_val': 0.441241}]"
380,00d5b448fa93e1b8,"[{'class_name': 'Building', 'realtive_size': 0.044034239290000006, 'confidence_val': 0.3061}]"
386,00d9337862a73739,"[{'class_name': 'Building', 'realtive_size': 0.87409481772, 'confidence_val': 0.356541}]"
399,00de54cb3442b719,"[{'class_name': 'Building', 'realtive_size': 0.13572485307, 'confidence_val': 0.537182}, {'class_name': 'Building', 'realtive_size': 0.209142199423, 'confidence_val': 0.341077}, {'class_name': 'Plant', 'realtive_size': 0.08975152483799999, 'confidence_val': 0.340938}, {'class_name': 'Tree', 'realtive_size': 0.08975152483799999, 'confidence_val': 0.282941}]"
420,00ef68adc9cfc68a,"[{'class_name': 'Building', 'realtive_size': 0.021641583093999998, 'confidence_val': 0.380602}, {'class_name': 'Plant', 'realtive_size': 0.0039029912129999998, 'confidence_val': 0.279211}, {'class_name': 'Tree', 'realtive_size': 0.0039029912129999998, 'confidence_val': 0.265264}]"
423,00f15e4229a45fb8,"[{'class_name': 'Building', 'realtive_size': 0.9369295214159999, 'confidence_val': 0.283473}]"
430,00f5552a70ca2f7a,"[{'class_name': 'Building', 'realtive_size': 1.014035967936, 'confidence_val': 0.29146}]"
438,00f856a2d2038391,"[{'class_name': 'Building', 'realtive_size': 1.06483114921, 'confidence_val': 0.754266}]"
443,00fc7502cd7174f5,"[{'class_name': 'Land vehicle', 'realtive_size': 0.042084939246, 'confidence_val': 0.489657}, {'class_name': 'Vehicle', 'realtive_size': 0.042084939246, 'confidence_val': 0.964644}, {'class_name': 'Car', 'realtive_size': 0.042084939246, 'confidence_val': 0.483243}, {'class_name': 'Land vehicle', 'realtive_size': 0.053202317984, 'confidence_val': 0.382718}, {'class_name': 'Vehicle', 'realtive_size': 0.053202317984, 'confidence_val': 0.91237}, {'class_name': 'Car', 'realtive_size': 0.053202317984, 'confidence_val': 0.356667}, {'class_name': 'Building', 'realtive_size': 1.0095198158079999, 'confidence_val': 0.704678}, {'class_name': 'Wheel', 'realtive_size': 0.002604245802, 'confidence_val': 0.261149}]"
449,00fea64e8e0013ab,"[{'class_name': 'House', 'realtive_size': 0.101226563392, 'confidence_val': 0.2518}, {'class_name': 'Building', 'realtive_size': 0.101226563392, 'confidence_val': 0.605281}]"
450,00feaf66f3dce3e5,"[{'class_name': 'Building', 'realtive_size': 0.578373506232, 'confidence_val': 0.372748}, {'class_name': 'Plant', 'realtive_size': 0.09105799863599999, 'confidence_val': 0.282817}]"
463,0106961e09f445b0,"[{'class_name': 'Building', 'realtive_size': 0.7640896703019999, 'confidence_val': 0.46286}, {'class_name': 'Plant', 'realtive_size': 0.111799023399, 'confidence_val': 0.362655}]"
485,01138cd5ea0ecff2,"[{'class_name': 'Building', 'realtive_size': 0.260409016056, 'confidence_val': 0.250896}, {'class_name': 'Plant', 'realtive_size': 0.23515181958800002, 'confidence_val': 0.493484}]"
488,0115047d2af554a3,"[{'class_name': 'House', 'realtive_size': 0.09036330346, 'confidence_val': 0.410581}, {'class_name': 'Building', 'realtive_size': 0.09036330346, 'confidence_val': 0.546606}, {'class_name': 'Building', 'realtive_size': 0.474820427142, 'confidence_val': 0.356657}, {'class_name': 'House', 'realtive_size': 0.054805787875, 'confidence_val': 0.258666}, {'class_name': 'Building', 'realtive_size': 0.054805787875, 'confidence_val': 0.318748}]"
489,011538b85825b273,"[{'class_name': 'House', 'realtive_size': 0.358418189026, 'confidence_val': 0.280776}, {'class_name': 'Building', 'realtive_size': 0.358418189026, 'confidence_val': 0.751498}, {'class_name': 'House', 'realtive_size': 0.021903961052, 'confidence_val': 0.310648}, {'class_name': 'Building', 'realtive_size': 0.021903961052, 'confidence_val': 0.446788}]"
497,011b37be3f9d0129,"[{'class_name': 'Building', 'realtive_size': 0.19129234202999998, 'confidence_val': 0.42411}]"
511,012436be7f659057,"[{'class_name': 'Land vehicle', 'realtive_size': 0.068423650268, 'confidence_val': 0.316961}, {'class_name': 'Car', 'realtive_size': 0.068423650268, 'confidence_val': 0.317287}, {'class_name': 'Vehicle', 'realtive_size': 0.088244496232, 'confidence_val': 0.505231}, {'class_name': 'Building', 'realtive_size': 0.226141750952, 'confidence_val': 0.270998}]"
525,01289f82007fc2fe,"[{'class_name': 'Building', 'realtive_size': 0.9699696838040001, 'confidence_val': 0.714102}]"
534,012c51bfad576732,"[{'class_name': 'Building', 'realtive_size': 0.524340334908, 'confidence_val': 0.262082}, {'class_name': 'Plant', 'realtive_size': 0.008463737802, 'confidence_val': 0.25287}]"
537,013045247c848a25,"[{'class_name': 'Building', 'realtive_size': 0.49015585252800004, 'confidence_val': 0.348962}, {'class_name': 'Building', 'realtive_size': 0.005705639716, 'confidence_val': 0.34516}]"
538,013098904123b014,"[{'class_name': 'Building', 'realtive_size': 0.97723075931, 'confidence_val': 0.547857}]"
542,0132f13de2c88841,"[{'class_name': 'Land vehicle', 'realtive_size': 0.050640756072000005, 'confidence_val': 0.693796}, {'class_name': 'Vehicle', 'realtive_size': 0.050640756072000005, 'confidence_val': 0.890975}, {'class_name': 'Car', 'realtive_size': 0.050640756072000005, 'confidence_val': 0.631226}, {'class_name': 'Land vehicle', 'realtive_size': 0.04317914139, 'confidence_val': 0.615753}, {'class_name': 'Vehicle', 'realtive_size': 0.04317914139, 'confidence_val': 0.887713}, {'class_name': 'Car', 'realtive_size': 0.04317914139, 'confidence_val': 0.542244}, {'class_name': 'Car', 'realtive_size': 0.037062601719000006, 'confidence_val': 0.4784}, {'class_name': 'Land vehicle', 'realtive_size': 0.038821755233, 'confidence_val': 0.524417}, {'class_name': 'Vehicle', 'realtive_size': 0.038821755233, 'confidence_val': 0.844134}, {'class_name': 'Car', 'realtive_size': 0.022435379829, 'confidence_val': 0.469874}, {'class_name': 'Land vehicle', 'realtive_size': 0.02364185928, 'confidence_val': 0.478973}, {'class_name': 'Vehicle', 'realtive_size': 0.02364185928, 'confidence_val': 0.691824}, {'class_name': 'House', 'realtive_size': 0.714143601164, 'confidence_val': 0.339634}, {'class_name': 'Building', 'realtive_size': 0.714143601164, 'confidence_val': 0.741118}, {'class_name': 'Wheel', 'realtive_size': 0.002063020617, 'confidence_val': 0.326527}]"
551,01376710896df17b,"[{'class_name': 'Building', 'realtive_size': 0.857853876929, 'confidence_val': 0.309562}]"
552,0137c5f78b4ed0dc,"[{'class_name': 'Building', 'realtive_size': 0.142008906027, 'confidence_val': 0.348052}, {'class_name': 'Building', 'realtive_size': 0.08297005909499999, 'confidence_val': 0.275786}]"
553,01384c64676c2fe5,"[{'class_name': 'Building', 'realtive_size': 0.8775637840480001, 'confidence_val': 0.558128}]"
554,013a7528dd7335ff,"[{'class_name': 'Building', 'realtive_size': 0.741189984354, 'confidence_val': 0.303184}]"
556,013b6a146aefd7d1,"[{'class_name': 'Furniture', 'realtive_size': 0.010544445498, 'confidence_val': 0.377964}, {'class_name': 'Building', 'realtive_size': 0.7438213503, 'confidence_val': 0.307918}]"
573,014598df5b1fb719,"[{'class_name': 'Building', 'realtive_size': 0.862171279164, 'confidence_val': 0.642502}]"
574,0145c63cfe57c7a7,"[{'class_name': 'Building', 'realtive_size': 0.287452980476, 'confidence_val': 0.419631}]"
580,0147cc4e70a7e8b9,"[{'class_name': 'Building', 'realtive_size': 0.9085399049230001, 'confidence_val': 0.377874}, {'class_name': 'Plant', 'realtive_size': 0.608343703072, 'confidence_val': 0.390331}]"
587,014c05c348bf47ae,"[{'class_name': 'Building', 'realtive_size': 0.273669561818, 'confidence_val': 0.731561}, {'class_name': 'Building', 'realtive_size': 0.050555232405999996, 'confidence_val': 0.274615}]"
599,015676b951a665d4,"[{'class_name': 'Building', 'realtive_size': 0.20469621718000003, 'confidence_val': 0.597118}, {'class_name': 'House', 'realtive_size': 0.056574113663999996, 'confidence_val': 0.269515}, {'class_name': 'Building', 'realtive_size': 0.056574113663999996, 'confidence_val': 0.427537}, {'class_name': 'Vehicle', 'realtive_size': 0.011531386384, 'confidence_val': 0.340006}, {'class_name': 'Vehicle', 'realtive_size': 0.006693239904000001, 'confidence_val': 0.288267}, {'class_name': 'Plant', 'realtive_size': 0.022811422416, 'confidence_val': 0.264618}, {'class_name': 'Plant', 'realtive_size': 0.05561031389099999, 'confidence_val': 0.262864}]"
608,015cb96d3d2e7ac2,"[{'class_name': 'Building', 'realtive_size': 0.814655577864, 'confidence_val': 0.581192}]"
626,016744ab7c0f9d8d,"[{'class_name': 'Building', 'realtive_size': 0.310032507553, 'confidence_val': 0.310261}, {'class_name': 'Plant', 'realtive_size': 0.107700247064, 'confidence_val': 0.662252}, {'class_name': 'Tree', 'realtive_size': 0.107700247064, 'confidence_val': 0.382266}, {'class_name': 'Plant', 'realtive_size': 0.34264075673999994, 'confidence_val': 0.255871}]"
636,016c7d776ff65230,"[{'class_name': 'Building', 'realtive_size': 0.10870197043600002, 'confidence_val': 0.546177}, {'class_name': 'Building', 'realtive_size': 0.20766906996, 'confidence_val': 0.523232}]"
640,016e6a0fb6596295,"[{'class_name': 'Building', 'realtive_size': 0.897079481268, 'confidence_val': 0.363444}, {'class_name': 'Vehicle', 'realtive_size': 0.008711980551999999, 'confidence_val': 0.254767}]"
650,0174d406193d2214,"[{'class_name': 'Building', 'realtive_size': 0.15330183570800002, 'confidence_val': 0.475159}, {'class_name': 'Building', 'realtive_size': 0.029868302752000003, 'confidence_val': 0.277221}, {'class_name': 'Plant', 'realtive_size': 0.07254464615, 'confidence_val': 0.299548}, {'class_name': 'Tree', 'realtive_size': 0.07254464615, 'confidence_val': 0.253805}]"
660,017adbf578db28fe,"[{'class_name': 'Building', 'realtive_size': 0.329076571092, 'confidence_val': 0.471312}, {'class_name': 'Building', 'realtive_size': 0.048498856758, 'confidence_val': 0.335196}, {'class_name': 'Building', 'realtive_size': 0.074175968436, 'confidence_val': 0.270235}, {'class_name': 'Plant', 'realtive_size': 0.125146003411, 'confidence_val': 0.434953}, {'class_name': 'Tree', 'realtive_size': 0.125146003411, 'confidence_val': 0.275496}, {'class_name': 'Plant', 'realtive_size': 0.12038804263, 'confidence_val': 0.291931}, {'class_name': 'Tree', 'realtive_size': 0.12038804263, 'confidence_val': 0.261708}]"
663,017edaf156cae219,"[{'class_name': 'Building', 'realtive_size': 0.9951186088499999, 'confidence_val': 0.28188}, {'class_name': 'Person', 'realtive_size': 0.060626555091000005, 'confidence_val': 0.535986}]"
665,017f36887a164315,"[{'class_name': 'Sculpture', 'realtive_size': 0.8312527223549999, 'confidence_val': 0.501014}, {'class_name': 'Person', 'realtive_size': 0.614119544598, 'confidence_val': 0.359692}]"
666,017f8a7efa37feea,"[{'class_name': 'Window', 'realtive_size': 0.08515984019, 'confidence_val': 0.278025}, {'class_name': 'Building', 'realtive_size': 1.08845529844, 'confidence_val': 0.40016}]"
684,01867528af93a9c0,"[{'class_name': 'Building', 'realtive_size': 0.9915503718540001, 'confidence_val': 0.706554}]"
688,01881e46eb50a49f,"[{'class_name': 'Building', 'realtive_size': 0.233312355336, 'confidence_val': 0.283672}]"
705,018e89a507137d4f,"[{'class_name': 'Building', 'realtive_size': 0.24508114868999997, 'confidence_val': 0.514791}]"
734,01a03cb6b13dd72c,"[{'class_name': 'Building', 'realtive_size': 0.700954400388, 'confidence_val': 0.405762}, {'class_name': 'Plant', 'realtive_size': 0.238737303036, 'confidence_val': 0.489985}, {'class_name': 'Tree', 'realtive_size': 0.238737303036, 'confidence_val': 0.416022}]"
744,01a6199f21aa874c,"[{'class_name': 'Building', 'realtive_size': 0.8290698940169999, 'confidence_val': 0.506498}]"
752,01ac326cc59567b4,"[{'class_name': 'Building', 'realtive_size': 0.9251912298260001, 'confidence_val': 0.49439}]"
753,01acc60eaec8b6f9,"[{'class_name': 'Building', 'realtive_size': 0.6610015583700001, 'confidence_val': 0.527785}]"
760,01b1256f9395b7cd,"[{'class_name': 'Building', 'realtive_size': 0.49219084250000006, 'confidence_val': 0.275604}]"
764,01b27557bf41b64a,"[{'class_name': 'Land vehicle', 'realtive_size': 0.00021870056, 'confidence_val': 0.291435}, {'class_name': 'Vehicle', 'realtive_size': 0.00021870056, 'confidence_val': 0.309938}, {'class_name': 'Car', 'realtive_size': 0.00021870056, 'confidence_val': 0.256485}, {'class_name': 'Building', 'realtive_size': 0.735411569364, 'confidence_val': 0.477359}, {'class_name': 'Building', 'realtive_size': 0.006839307738, 'confidence_val': 0.271926}, {'class_name': 'Land vehicle', 'realtive_size': 0.040154567214, 'confidence_val': 0.304791}, {'class_name': 'Vehicle', 'realtive_size': 0.040154567214, 'confidence_val': 0.968266}]"
766,01b40f9ef53a4239,"[{'class_name': 'Building', 'realtive_size': 0.554771093096, 'confidence_val': 0.664125}]"
768,01b4c4975d1bebbe,"[{'class_name': 'Building', 'realtive_size': 0.7638292050780001, 'confidence_val': 0.32954}]"
781,01ba2240b9a63ec5,"[{'class_name': 'Building', 'realtive_size': 0.49512066212199995, 'confidence_val': 0.295332}, {'class_name': 'Plant', 'realtive_size': 0.12929932288, 'confidence_val': 0.444035}, {'class_name': 'Tree', 'realtive_size': 0.12929932288, 'confidence_val': 0.293956}]"
785,01bb89cee5a4ebab,"[{'class_name': 'Window', 'realtive_size': 0.0036775308369999997, 'confidence_val': 0.276254}, {'class_name': 'Building', 'realtive_size': 0.14981882850000003, 'confidence_val': 0.388281}, {'class_name': 'Plant', 'realtive_size': 0.05037553924, 'confidence_val': 0.331319}, {'class_name': 'Tree', 'realtive_size': 0.05037553924, 'confidence_val': 0.265794}, {'class_name': 'Plant', 'realtive_size': 0.07302626192799999, 'confidence_val': 0.314766}, {'class_name': 'Plant', 'realtive_size': 0.068284187648, 'confidence_val': 0.262564}]"
799,01c3c9b99ffcd3e7,"[{'class_name': 'Building', 'realtive_size': 0.024986074956000002, 'confidence_val': 0.263097}]"
822,01d0f6f585626148,"[{'class_name': 'Building', 'realtive_size': 0.06836666332, 'confidence_val': 0.30561}, {'class_name': 'Plant', 'realtive_size': 0.01536677778, 'confidence_val': 0.433124}, {'class_name': 'Tree', 'realtive_size': 0.01536677778, 'confidence_val': 0.302874}]"
828,01d52259df3d5ac2,"[{'class_name': 'Building', 'realtive_size': 0.488617157908, 'confidence_val': 0.508872}, {'class_name': 'Plant', 'realtive_size': 0.325902308721, 'confidence_val': 0.589943}, {'class_name': 'Tree', 'realtive_size': 0.325902308721, 'confidence_val': 0.309886}]"
830,01d5a59fee3a1f23,"[{'class_name': 'Building', 'realtive_size': 0.7442988333189999, 'confidence_val': 0.327382}, {'class_name': 'Plant', 'realtive_size': 0.835162391018, 'confidence_val': 0.343834}]"
857,01e72248ff2a3214,"[{'class_name': 'Building', 'realtive_size': 0.8680748680739999, 'confidence_val': 0.448811}, {'class_name': 'Vehicle', 'realtive_size': 0.020578365576000002, 'confidence_val': 0.559102}]"
900,01fc83011a87cd72,"[{'class_name': 'Building', 'realtive_size': 0.5255717019, 'confidence_val': 0.568851}]"
909,0200dce4d0d685af,"[{'class_name': 'Building', 'realtive_size': 1.14227111864, 'confidence_val': 0.492994}]"
921,02086f91ec82d3bb,"[{'class_name': 'Window', 'realtive_size': 0.001574010368, 'confidence_val': 0.309887}, {'class_name': 'Building', 'realtive_size': 0.38996222208, 'confidence_val': 0.735028}, {'class_name': 'Building', 'realtive_size': 0.5364794772479999, 'confidence_val': 0.357104}]"
936,02111bcb9a5f2528,"[{'class_name': 'Building', 'realtive_size': 0.085502093534, 'confidence_val': 0.288791}]"
960,0221559ece2706d3,"[{'class_name': 'Building', 'realtive_size': 1.0376612288279998, 'confidence_val': 0.49678}]"
962,02226d1db50887ca,"[{'class_name': 'Building', 'realtive_size': 0.91394698209, 'confidence_val': 0.557805}]"
992,022fc131fbf3a302,"[{'class_name': 'Building', 'realtive_size': 1.0294986064770002, 'confidence_val': 0.492665}]"
1021,02421f16f3f2d1b9,"[{'class_name': 'Building', 'realtive_size': 0.546812731784, 'confidence_val': 0.404468}]"
1024,0242e892797eb529,"[{'class_name': 'Building', 'realtive_size': 0.7819691102859999, 'confidence_val': 0.54557}]"
1029,0244abba54b69a21,"[{'class_name': 'Building', 'realtive_size': 0.27698640371800004, 'confidence_val': 0.308381}]"
1048,024e15d3944efa43,"[{'class_name': 'Building', 'realtive_size': 0.398303923725, 'confidence_val': 0.674318}, {'class_name': 'Plant', 'realtive_size': 0.020655654066000003, 'confidence_val': 0.350211}, {'class_name': 'Tree', 'realtive_size': 0.020655654066000003, 'confidence_val': 0.280876}, {'class_name': 'Plant', 'realtive_size': 0.132965524956, 'confidence_val': 0.406958}, {'class_name': 'Tree', 'realtive_size': 0.132965524956, 'confidence_val': 0.269896}, {'class_name': 'Plant', 'realtive_size': 0.02498278903, 'confidence_val': 0.32206}, {'class_name': 'Plant', 'realtive_size': 0.15713321685999998, 'confidence_val': 0.26148}]"
1052,025124fbfd652a09,"[{'class_name': 'Building', 'realtive_size': 0.8916112643840001, 'confidence_val': 0.301097}]"
1053,0251b792a6057e60,"[{'class_name': 'Mammal', 'realtive_size': 0.013631626251999998, 'confidence_val': 0.284562}, {'class_name': 'Animal', 'realtive_size': 0.013631626251999998, 'confidence_val': 0.371229}, {'class_name': 'House', 'realtive_size': 0.010762221008, 'confidence_val': 0.25259}, {'class_name': 'Building', 'realtive_size': 0.010762221008, 'confidence_val': 0.376597}, {'class_name': 'Plant', 'realtive_size': 0.10012983, 'confidence_val': 0.292357}]"
1064,0257f2f9aa59d75b,"[{'class_name': 'Building', 'realtive_size': 0.098374733792, 'confidence_val': 0.465307}, {'class_name': 'Person', 'realtive_size': 0.00484181748, 'confidence_val': 0.350455}]"
1068,025b0ea189b5f748,"[{'class_name': 'Building', 'realtive_size': 0.48955780794, 'confidence_val': 0.431703}, {'class_name': 'Vehicle', 'realtive_size': 0.007579247586, 'confidence_val': 0.271393}]"
1074,025e33a2d2644dcc,"[{'class_name': 'Building', 'realtive_size': 0.666254709384, 'confidence_val': 0.614788}]"
1080,0262effeadb9af27,"[{'class_name': 'Building', 'realtive_size': 1.014800227482, 'confidence_val': 0.510964}]"
1081,02641823d8ef8263,"[{'class_name': 'Building', 'realtive_size': 0.46480737968, 'confidence_val': 0.376945}]"
1102,026f92656c0525fa,"[{'class_name': 'Land vehicle', 'realtive_size': 0.012967576075, 'confidence_val': 0.301042}, {'class_name': 'Vehicle', 'realtive_size': 0.012967576075, 'confidence_val': 0.406724}, {'class_name': 'Car', 'realtive_size': 0.012967576075, 'confidence_val': 0.306772}, {'class_name': 'Building', 'realtive_size': 0.411223554042, 'confidence_val': 0.297926}]"
1108,02711b011e61fe51,"[{'class_name': 'Building', 'realtive_size': 0.11261900648399999, 'confidence_val': 0.387158}, {'class_name': 'Building', 'realtive_size': 0.089974819116, 'confidence_val': 0.357553}, {'class_name': 'Plant', 'realtive_size': 0.112834546578, 'confidence_val': 0.379978}, {'class_name': 'Tree', 'realtive_size': 0.112834546578, 'confidence_val': 0.335091}]"
1123,0277cd653ee31cdd,"[{'class_name': 'Building', 'realtive_size': 0.106506938916, 'confidence_val': 0.345552}, {'class_name': 'Land vehicle', 'realtive_size': 0.086950730321, 'confidence_val': 0.496113}, {'class_name': 'Train', 'realtive_size': 0.086950730321, 'confidence_val': 0.624279}, {'class_name': 'Vehicle', 'realtive_size': 0.086950730321, 'confidence_val': 0.92599}, {'class_name': 'Plant', 'realtive_size': 0.019403895987, 'confidence_val': 0.425213}, {'class_name': 'Tree', 'realtive_size': 0.019403895987, 'confidence_val': 0.388652}]"
1127,027a19e10127d5c4,"[{'class_name': 'Building', 'realtive_size': 0.10711299158399999, 'confidence_val': 0.450851}, {'class_name': 'Land vehicle', 'realtive_size': 0.012872996682, 'confidence_val': 0.286218}, {'class_name': 'Vehicle', 'realtive_size': 0.012872996682, 'confidence_val': 0.470355}]"
1130,027b61374dbd6452,"[{'class_name': 'Building', 'realtive_size': 0.50760526695, 'confidence_val': 0.542815}, {'class_name': 'Plant', 'realtive_size': 0.0784848443, 'confidence_val': 0.554621}, {'class_name': 'Tree', 'realtive_size': 0.0784848443, 'confidence_val': 0.346308}]"
1132,027c83542947d22f,"[{'class_name': 'Building', 'realtive_size': 0.669901457492, 'confidence_val': 0.487306}]"
1147,02836f10d6fd98e7,"[{'class_name': 'Building', 'realtive_size': 0.030444286972, 'confidence_val': 0.327016}, {'class_name': 'Plant', 'realtive_size': 0.087560973464, 'confidence_val': 0.608283}, {'class_name': 'Tree', 'realtive_size': 0.087560973464, 'confidence_val': 0.256922}]"
1158,0289a20454afe4d2,"[{'class_name': 'Building', 'realtive_size': 0.646978010262, 'confidence_val': 0.86738}]"
1164,028bcef0cf8a9e28,"[{'class_name': 'Building', 'realtive_size': 0.27974524827999997, 'confidence_val': 0.273005}, {'class_name': 'Vehicle', 'realtive_size': 0.009953140608000002, 'confidence_val': 0.446018}, {'class_name': 'Plant', 'realtive_size': 0.250265154816, 'confidence_val': 0.752561}, {'class_name': 'Tree', 'realtive_size': 0.250265154816, 'confidence_val': 0.49679}, {'class_name': 'Stairs', 'realtive_size': 0.08686310048899999, 'confidence_val': 0.295282}]"
